Obs#,Time,Date,configName,configAuthor,remark,Observation,ID,time(hour),gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,pitch,roll,heading,angle_inc_leaf,direct_pct,slope_leaf,az_leaf,dec_solar,az_solar,zenith_solar,gps_time,gps_date,latitude,longitude,altitude,gps_sats,gps_HDOP,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
115,14:16:07,9/2/22,Auto gsw+F,LI-COR Default,,115,LCOR-234,14,0.225249,2.918402,0.209109,6.362752,1.654977,1.477339,4.615263,2.960286,14.71105,16.479935,45.957878,0.441786,PSF-00281_20220902141607,0,0,0,160.225159,292.243591,0.451741,0.5,0.8,274.18045,35.3,31.51,31.67,31.4,100.42,156.3,155.7,0.4,1517,3.817,-36,171,241,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:15:39,9/2/22,-0.64,0.001,0,0.002,-2.128,-3.184,-10.956,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,271.320099,25,-14.486355,270.478607,271.491852,-1.013245,2.464056,2.494475,1.657203,0.929982,0.209397,-0.002919,0.834844,1.517491,160.225159,0.001039,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902141607,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
117,14:17:31,9/2/22,Auto gsw+F,LI-COR Default,,117,LCOR-461,14,0.157902,2.921387,0.149805,4.090554,1.597167,1.48317,4.259318,2.66215,14.769372,15.904557,42.414192,0.441786,PSF-00281_20220902141731,0,0,0,106.544853,367.894806,0.710393,0.5,0.8,409.507996,34.16,31.72,31.63,30,100.42,156.7,155.8,0.6,1441,3.816,7,173,187,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:15:39,9/2/22,-0.64,-0.001,-0.003,-9999,0.37,0.805,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,343.893524,25,-16.286488,348.102448,344.564362,3.538086,2.464342,2.49289,1.660386,0.93007,0.209766,-0.018979,0.835962,1.446612,106.544853,0.001081,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902141731,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
118,14:18:57,9/2/22,Auto gsw+F,LI-COR Default,,118,LCOR-519,14,0.332517,2.918631,0.298508,6.888906,1.696947,1.504751,3.949169,2.252222,14.98521,16.899208,39.328182,0.441786,PSF-00281_20220902141857,0,0,0,105.525612,376.100006,0.719421,0.5,0.8,351.901917,36.24,32.13,31.66,28.69,100.42,156.3,153.6,1.7,1223,3.815,0,-159,201,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:15:39,9/2/22,-0.64,-0.003,0,0.01,0.109,-0.666,-1.723,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,342.109314,25,-23.323702,346.566437,342.688721,3.877716,2.464902,2.49577,1.657446,0.924631,0.209556,-0.034538,0.837593,1.243647,105.525612,0.001094,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902141857,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
119,14:20:20,9/2/22,Auto gsw+F,LI-COR Default,,119,LCOR-112,14,0.1373,2.920311,0.131135,4.479823,1.61823,1.49331,4.936743,3.318512,14.870938,16.114943,49.16193,0.441786,PSF-00281_20220902142020,0,0,0,169.298172,236.282211,0.283492,0.5,0.8,190.006256,34.48,31.82,31.69,32.59,100.42,156.5,154.8,1.1,1676,3.814,-4,173,185,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:15:39,9/2/22,-0.64,0.002,0.002,0.002,-1.634,-4.585,-11.52,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,227.717407,25,-5.939351,227.567917,227.774078,-0.206161,2.464468,2.49333,1.659237,0.927663,0.209231,0.011097,0.839101,1.664633,169.298172,0.001066,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902142020,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
120,14:21:23,9/2/22,Auto gsw+F,LI-COR Default,,120,LCOR-190,14,0.084435,2.919958,0.082062,2.893905,1.600812,1.52009,5.024724,3.423912,15.139733,15.943707,50.045059,0.441786,PSF-00281_20220902142123,0,0,0,183.315033,274.228455,0.331524,0.5,0.8,205.397781,34.13,32.41,31.68,32.9,100.4,156.5,155,0.9,1549,3.812,-14,176,187,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:15:39,9/2/22,-0.64,0,0.001,0.002,-2.336,-4.551,-12.839,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,264.126434,25,-6.950111,265.806915,264.2724,1.534515,2.465276,2.49285,1.65886,0.928153,0.209335,0.015043,0.839396,1.546815,183.315033,0.001071,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902142123,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
121,14:22:39,9/2/22,Auto gsw+F,LI-COR Default,,121,LCOR-313,14,0.104895,2.919549,0.101257,3.456837,1.611366,1.514893,4.928393,3.317028,15.083767,16.044344,49.071941,0.441786,PSF-00281_20220902142239,0,0,0,178.787109,282.002045,0.366008,0.5,0.8,217.177979,34.38,32.32,31.67,32.56,100.43,156.4,156.2,0.2,1483,3.811,-11,-178,213,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:15:39,9/2/22,-0.64,0,0.001,0.002,-1.625,-3.657,-11.253,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,268.893951,25,-9.332747,267.843262,268.632843,-0.789581,2.465155,2.493195,1.658424,0.931059,0.209427,0.011021,0.841445,1.48594,178.787109,0.001078,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902142239,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
122,14:23:20,9/2/22,Auto gsw+F,LI-COR Default,,122,LCOR-446,14,0.163227,2.92067,0.154588,5.124246,1.6458,1.502978,4.866763,3.220963,14.966025,16.388182,48.461182,0.441786,PSF-00281_20220902142320,0,0,0,207.170242,318.758148,0.350071,0.5,0.8,248.041183,35.09,32.04,31.68,32.34,100.43,156.6,156.2,0.2,1771,3.808,-18,174,182,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:15:39,9/2/22,-0.64,0.002,0.003,-9999,-1.586,-3.51,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,302.780975,25,-11.074812,303.052063,302.893433,0.15863,2.464774,2.494175,1.65962,0.93117,0.209314,0.008169,0.843183,1.753693,207.170242,0.00107,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902142320,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
123,14:26:20,9/2/22,Auto gsw+F,LI-COR Default,,123,LCOR-032,14,0.297143,2.921039,0.269707,6.389183,1.800076,1.622373,4.108526,2.308451,16.158936,17.928862,40.921165,0.441786,PSF-00281_20220902142620,0,0,0,103.51181,376.538422,0.725096,0.5,0.8,236.150803,37.27,33.59,32.2,29.37,100.4,156.6,156.5,0.1,814,3.806,12,-156,198,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:26:11,9/2/22,-0.64,-0.001,0,0.011,0.005,0.194,0.768,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,358.265869,25,-11.969435,367.08783,359.392181,7.695648,2.466791,2.497108,1.660014,0.931825,0.205105,-0.033149,0.84692,0.863638,103.51181,0.001106,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902142620,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
124,14:27:49,9/2/22,Auto gsw+F,LI-COR Default,,124,LCOR-492,14,0.26526,2.91993,0.24317,7.12529,1.731855,1.533331,4.581811,2.849957,15.269297,17.246243,45.626823,0.441786,PSF-00281_20220902142749,0,0,0,206.229324,330.933472,0.376825,0.5,0.8,221.921356,35.67,31.58,32.29,31.27,100.42,156.5,153.3,2,1472,3.805,-4,-174,201,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:26:11,9/2/22,-0.64,0,0.001,0.011,-1.795,-1.426,-8.55,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,318.382507,25,-8.659512,319.57196,318.528687,1.043274,2.464065,2.494901,1.65883,0.923863,0.20438,-0.011856,0.848796,1.475604,206.229324,0.001089,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902142749,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
125,14:29:06,9/2/22,Auto gsw+F,LI-COR Default,,125,LCOR-311,14,0.122284,2.919374,0.117368,4.050858,1.582565,1.469479,4.936028,3.353463,14.633181,15.759306,49.153351,0.441786,PSF-00281_20220902142906,0,0,0,167.005417,248.580673,0.328164,0.5,0.8,209.260132,32.71,30.37,32.23,32.59,100.42,156.4,152.4,2.5,1594,3.803,-39,-170,229,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:26:11,9/2/22,-0.64,0,0,0.002,-1.6,-4.243,-11.43,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,236.07373,25,-8.971632,234.472992,235.728775,-1.255783,2.462415,2.490787,1.658237,0.921576,0.204854,0.00459,0.849732,1.588924,167.005417,0.001056,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902142906,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
126,14:30:10,9/2/22,Auto gsw+F,LI-COR Default,,126,LCOR-523,14,0.182939,2.920033,0.172154,5.672987,1.696891,1.53877,4.897718,3.200827,15.321782,16.896212,48.767357,0.441786,PSF-00281_20220902143010,0,0,0,159.989471,250.726868,0.361897,0.5,0.8,233.229767,35.14,31.87,32.2,32.45,100.43,156.5,155.7,0.5,1611,3.802,-50,172,275,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:26:11,9/2/22,-0.64,-0.001,0.001,-9999,-1.12,-3.089,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,237.795349,25,-8.984334,237.03038,237.856781,-0.826401,2.464466,2.494183,1.658939,0.929885,0.205154,0.003375,0.849865,1.60472,159.989471,0.001073,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902143010,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
127,14:31:11,9/2/22,Auto gsw+F,LI-COR Default,,127,LCOR-432,14,0.38941,2.919396,0.343581,9.644646,1.776049,1.507327,4.50685,2.730801,15.009706,17.685593,44.878441,0.441786,PSF-00281_20220902143111,0,0,0,165.542007,310.179016,0.466302,0.5,0.8,272.209778,36.87,31.29,32.16,30.98,100.42,156.4,155.6,0.5,1459,3.802,-18,-175,204,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:26:11,9/2/22,-0.64,-0.002,0.001,-9999,-1.158,-2.411,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,290.677795,25,-13.490111,292.724487,290.854401,1.870087,2.463682,2.496565,1.658261,0.929623,0.205479,-0.013648,0.851904,1.463607,165.542007,0.001068,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902143111,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
128,14:32:22,9/2/22,Auto gsw+F,LI-COR Default,,128,LCOR-025,14,0.24675,2.919445,0.22752,6.573504,1.645194,1.461826,4.458147,2.812953,14.558168,16.384319,44.39822,0.441786,PSF-00281_20220902143222,0,0,0,186.448212,303.987091,0.386657,0.5,0.8,274.177643,34.26,30.44,32.1,30.79,100.41,156.4,150.5,3.8,1773,3.8,-28,-152,200,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:26:11,9/2/22,-0.64,0.001,-0.002,-0.001,-3.571,-4.042,15.75,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,282.160156,25,-16.663935,277.592194,280.115967,-2.523773,2.462533,2.492973,1.658313,0.916647,0.20594,-0.015215,0.853703,1.754974,186.448212,0.001081,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902143222,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
129,14:33:48,9/2/22,Auto gsw+F,LI-COR Default,,129,LCOR-102,14,0.224301,2.919461,0.208297,5.569971,1.662871,1.507509,4.268929,2.606057,15.011557,16.558626,42.509365,0.441786,PSF-00281_20220902143348,0,0,0,129.662277,358.741577,0.638564,0.5,0.8,214.967163,34.9,31.64,31.96,30.03,100.42,156.4,156.3,0.1,842,3.8,12,-149,208,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:26:11,9/2/22,-0.64,0.001,0.002,0.01,0.003,-2.032,-5.164,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,337.385406,25,-14.642415,340.684875,337.766266,2.91861,2.464186,2.493877,1.65833,0.931501,0.207051,-0.022489,0.853954,0.889117,129.662277,0.001088,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902143348,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
130,14:35:01,9/2/22,Auto gsw+F,LI-COR Default,,130,LCOR-155,14,0.212831,2.919383,0.19837,5.275412,1.688456,1.541344,4.279652,2.591196,15.348973,16.81394,42.617523,0.441786,PSF-00281_20220902143501,0,0,0,102.81086,386.194305,0.733785,0.5,0.8,480.210022,35.65,32.55,31.85,30.08,100.42,156.4,156,0.3,1636,3.799,-4,-168,179,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:26:11,9/2/22,-0.64,0,0.003,-9999,0.727,2.315,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,363.318451,25,-15.275727,368.91925,364.311768,4.607483,2.465432,2.494933,1.658246,0.930581,0.207922,-0.020695,0.855215,1.627886,102.81086,0.001095,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902143501,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
131,14:35:51,9/2/22,Auto gsw+F,LI-COR Default,,131,LCOR-490,14,0.231292,2.919527,0.214313,6.397204,1.679724,1.501295,4.58439,2.904666,14.946963,16.72341,45.642391,0.441786,PSF-00281_20220902143551,0,0,0,171.683197,351.113068,0.511032,0.5,0.8,301.052551,35.6,31.82,31.79,31.28,100.44,156.4,154.3,1.3,1473,3.797,-14,-165,200,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:26:11,9/2/22,-0.64,0.002,0.002,0.01,-1.299,3.939,-12.682,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,332.334991,25,-12.952975,331.915497,332.557892,-0.642395,2.464452,2.494868,1.6584,0.926421,0.208452,-0.005703,0.856921,1.476031,171.683197,0.001068,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902143551,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
132,14:37:46,9/2/22,Auto gsw+F,LI-COR Default,,132,LCOR-374,14,0.227539,2.92035,0.211092,6.277168,1.718102,1.543241,4.610178,2.892076,15.367827,17.109123,45.908852,0.441786,PSF-00281_20220902143746,0,0,0,220.441101,318.752014,0.308424,0.5,0.8,220.3367,36.57,32.85,31.71,31.38,100.42,156.5,155,1,1786,3.794,-36,-165,205,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:36:44,9/2/22,-0.66,0.002,0.004,0.013,-3.296,-2.124,-11.925,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,305.726776,25,-8.879085,306.212067,306.032684,0.179382,2.465863,2.496242,1.659277,0.928119,0.209082,-0.003609,0.859506,1.76729,220.441101,0.001068,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902143746,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
133,14:38:28,9/2/22,Auto gsw+F,LI-COR Default,,133,LCOR-521,14,0.068453,2.919897,0.066885,2.402109,1.595619,1.528597,5.082188,3.486569,15.222116,15.889531,50.60957,0.441786,PSF-00281_20220902143828,0,0,0,212.531799,289.478302,0.265811,0.5,0.8,182.231018,34.06,32.63,31.66,33.11,100.42,156.5,154.7,1.1,1714,3.794,-19,179,201,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:36:44,9/2/22,-0.66,-0.002,-0.001,0.001,-2.82,-4.758,-10.549,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,279.909241,25,-6.585367,280.224335,280.044739,0.179596,2.465571,2.492771,1.658794,0.927379,0.209487,0.017717,0.860371,1.700272,212.531799,0.001055,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902143828,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
134,14:39:51,9/2/22,Auto gsw+F,LI-COR Default,,134,LCOR-232,14,0.192858,2.919766,0.180909,4.878189,1.644963,1.508931,4.272586,2.627623,15.028481,16.383322,42.553627,0.441786,PSF-00281_20220902143951,0,0,0,121.389626,326.056488,0.627704,0.5,0.8,217.782303,35.25,32.34,31.59,30.05,100.4,156.5,153.9,1.6,867,3.79,-18,-137,222,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:36:44,9/2/22,-0.66,-0.001,0.001,0.004,-0.614,-2.436,-10.596,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,299.012665,25,-18.650978,299.380646,299.338898,0.041748,2.465183,2.494435,1.658655,0.925371,0.210056,-0.017924,0.860947,0.913083,121.389626,0.001077,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902143951,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
135,14:43:09,9/2/22,Auto gsw+F,LI-COR Default,,135,LCOR-315,14,0.267164,2.920036,0.244769,6.803802,1.763446,1.574007,4.467442,2.703996,15.678536,17.565514,44.499756,0.441786,PSF-00281_20220902144309,0,0,0,136.205429,306.704376,0.555906,0.5,0.8,285.908478,37.69,33.65,31.64,30.83,100.39,156.5,155.9,0.4,1286,3.789,-29,-159,232,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:36:44,9/2/22,-0.66,0,0.002,0.009,-0.992,-3.654,-6.924,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,277.875061,25,-19.917604,277.943726,278.172333,-0.228607,2.466949,2.497795,1.658943,0.930297,0.209692,-0.009273,0.863207,1.302148,136.205429,0.001086,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902144309,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
136,14:44:44,9/2/22,Auto gsw+F,LI-COR Default,,136,LCOR-419,14,0.242994,2.919123,0.224321,5.932046,1.651077,1.485596,4.228278,2.577201,14.797255,16.44552,42.115681,0.441786,PSF-00281_20220902144444,0,0,0,176.003693,336.437561,0.476861,0.5,0.8,240.281281,35.43,31.88,31.57,29.87,100.4,156.4,155.6,0.5,1260,3.788,-16,-155,213,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:36:44,9/2/22,-0.66,0.001,0.002,0.021,-2.211,-4.225,2.906,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,314.857727,25,-14.959978,314.822327,315.007355,-0.185028,2.46457,2.494691,1.65797,0.92956,0.210267,-0.019745,0.863283,1.277904,176.003693,0.001088,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902144444,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
137,14:45:40,9/2/22,Auto gsw+F,LI-COR Default,,137,LCOR-365,14,0.171466,2.920418,0.161957,4.065471,1.59505,1.481688,4.044496,2.449446,14.758,15.88711,40.284222,0.441786,PSF-00281_20220902144540,0,0,0,95.561028,352.443298,0.728861,0.5,0.8,380.231873,34.44,31.99,31.46,29.1,100.4,156.5,156.4,0.1,1304,3.787,-4,-164,199,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:36:44,9/2/22,-0.66,0.002,0.004,-9999,-0.176,-1.912,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,323.281647,25,-19.962971,327.821014,323.846283,3.974731,2.464738,2.493331,1.65935,0.931706,0.211162,-0.027446,0.864561,1.319279,95.561028,0.001088,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902144540,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
138,14:46:35,9/2/22,Auto gsw+F,LI-COR Default,,138,LCOR-480,14,0.344625,2.921023,0.308257,8.847263,1.805882,1.559778,4.596138,2.790256,15.532662,17.983419,45.769485,0.441786,PSF-00281_20220902144635,0,0,0,219.331024,321.204681,0.317161,0.5,0.8,237.220749,39.21,33.87,31.36,31.33,100.42,156.6,156.6,0,1870,3.786,-32,178,195,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:36:44,9/2/22,-0.66,0.002,0.001,0.015,-0.965,-1.729,-1,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,305.138458,25,-11.466776,304.212219,304.778503,-0.566284,2.467287,2.499906,1.659997,0.93219,0.21197,-0.000071,0.865766,1.845298,219.331024,0.001077,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902144635,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
139,14:47:40,9/2/22,Auto gsw+F,LI-COR Default,,139,LCOR-433,14,0.25727,2.918546,0.236429,5.473642,1.678172,1.525443,3.93761,2.259438,15.193315,16.714485,39.218346,0.441786,PSF-00281_20220902144740,0,0,0,117.142082,380.322052,0.691992,0.5,0.8,456.334473,36.52,33.19,31.32,28.64,100.4,156.3,156,0.2,1649,3.784,-7,-171,182,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:47:03,9/2/22,-0.68,0.003,0.003,-9999,-0.914,-0.315,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,350.309723,25,-20.656166,351.825348,350.732025,1.093323,2.466385,2.49625,1.657356,0.930712,0.212293,-0.031186,0.867509,1.639559,117.142082,0.001081,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902144740,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
140,14:48:45,9/2/22,Auto gsw+F,LI-COR Default,,140,LCOR-453,14,0.347114,2.918986,0.310223,6.867501,1.673102,1.481645,3.83355,2.160448,14.765293,16.673248,38.203133,0.441786,PSF-00281_20220902144845,0,0,0,103.851555,347.750122,0.701362,0.5,0.8,437.776947,36.64,32.45,31.21,28.17,100.35,156.4,154.6,1.1,1560,3.784,-4,-175,186,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:47:03,9/2/22,-0.68,0.002,0.003,0.013,-0.25,-0.706,-2.925,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,315.930237,25,-21.897387,319.770111,316.38205,3.388062,2.465394,2.496441,1.657824,0.927015,0.213246,-0.035146,0.869386,1.557569,103.851555,0.001102,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902144845,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
141,14:49:41,9/2/22,Auto gsw+F,LI-COR Default,,141,LCOR-223,14,0.273574,2.921341,0.250148,6.812849,1.749234,1.559752,4.399158,2.649923,15.539754,17.427557,43.828644,0.441786,PSF-00281_20220902144941,0,0,0,154.51384,285.552582,0.458895,0.5,0.8,233.021774,38.47,34.3,31.14,30.56,100.37,156.7,155.4,0.8,1269,3.783,13,-165,204,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:47:03,9/2/22,-0.68,0,0,0.002,-0.845,-2.491,-10.823,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,268.822418,25,-11.60469,267.880798,268.928833,-1.048035,2.467903,2.498952,1.660337,0.929087,0.213845,-0.006504,0.870825,1.286987,154.51384,0.00108,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902144941,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
142,14:50:41,9/2/22,Auto gsw+F,LI-COR Default,,142,LCOR-216,14,0.254838,2.918649,0.234374,5.512619,1.672876,1.519119,3.967232,2.294357,15.135676,16.667629,39.527355,0.441786,PSF-00281_20220902145041,0,0,0,104.782822,355.6091,0.705343,0.5,0.8,104.647278,36.76,33.38,31.15,28.76,100.37,156.3,155.9,0.3,371,3.782,6,-129,229,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:47:03,9/2/22,-0.68,0.001,0.004,-9999,-0.331,-0.578,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,332.454803,25,-15.90904,334.015839,332.819336,1.196503,2.466659,2.496604,1.657466,0.930366,0.213719,-0.027666,0.871635,0.451421,104.782822,0.001079,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902145041,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
