SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
201,16:34:06,8/15/22,Auto gsw+F,LI-COR Default,,201,LCOR-374,12,0.586687,2.915746,0.488412,13.477082,2.236101,1.859606,4.920476,2.684375,18.437407,22.170238,48.784969,0.441786,PSF-00336_20220815163406,0,0,0,156.060928,333.204742,0.531637,0.5,0.8,397.610016,42.21,35.1,33.85,32.53,100.86,156,151.8,2.6,1870,3.99,16:33:32,8/15/22,-0.49,-0.003,-0.001,0.002,0.506,3.043,11.836,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,287.914764,25,-32.580589,279.615997,286.660492,-7.044495,2.442758,2.440737,1.655578,0.918938,0.192323,-0.01776,0.613708,1.809741,156.060928,0.002598,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815163406,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
202,16:34:50,8/15/22,Auto gsw+F,LI-COR Default,,202,LCOR-521,11,0.402616,2.917622,0.353794,10.819427,2.196226,1.894261,5.16842,2.972194,18.778721,21.772245,51.237026,0.441786,PSF-00336_20220815163450,0,0,0,130.433319,293.205566,0.555147,0.5,0.8,405.595032,41.37,35.68,33.88,33.41,100.87,156.2,153.9,1.4,1827,3.988,16:33:32,8/15/22,-0.49,0.004,0.005,-0.001,-2.355,-3.405,-8.424,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,258.240936,25,-24.316406,254.491211,258.467438,-3.976227,2.44357,2.439571,1.657561,0.924166,0.19205,-0.007128,0.613923,1.770372,130.433319,0.002627,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815163450,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
203,16:36:05,8/15/22,Auto gsw+F,LI-COR Default,,203,LCOR-232,11,0.431177,2.91762,0.375661,11.012497,2.168347,1.860942,5.019736,2.851389,18.450516,21.498316,49.768726,0.441786,PSF-00336_20220815163605,0,0,0,145.225525,280.561005,0.482375,0.5,0.8,352.811707,40.62,34.86,33.98,32.89,100.86,156.2,153.9,1.5,1829,3.987,16:33:32,8/15/22,-0.49,0.004,0.004,0.012,-1.354,-3.299,-10.113,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,250.300522,25,-21.599989,245.691055,249.703506,-4.012451,2.442398,2.438511,1.657559,0.923974,0.191317,-0.014995,0.614094,1.772189,145.225525,0.002612,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815163605,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
204,16:38:13,8/15/22,Auto gsw+F,LI-COR Default,,204,LCOR-315,12,0.151504,2.919022,0.144029,5.523628,2.006028,1.851766,5.725682,3.719654,18.360493,19.890024,56.770859,0.441786,PSF-00336_20220815163813,0,0,0,196.491837,256.909637,0.235171,0.5,0.8,173.323563,37.44,34.56,34.05,35.25,100.86,156.4,154.7,1.1,1843,3.984,16:33:32,8/15/22,-0.49,0.001,0.002,0.004,-2.966,-4.233,-11.264,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,250.348801,25,-4.507903,251.570099,250.469696,1.100403,2.441963,2.434053,1.659046,0.925993,0.190827,0.014462,0.614135,1.784948,196.491837,0.002616,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815163813,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
205,16:39:22,8/15/22,Auto gsw+F,LI-COR Default,,205,LCOR-419,11,0.258607,2.916898,0.237546,8.785397,2.008831,1.763038,5.598705,3.589874,17.478401,19.91515,55.504436,0.441786,PSF-00336_20220815163922,0,0,0,163.986328,242.079147,0.322592,0.5,0.8,244.629593,37.55,32.95,34.02,34.84,100.87,156.1,153.7,1.5,1896,3.981,16:33:32,8/15/22,-0.49,0.001,0.002,0.003,-1.757,-4.073,-9.847,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,232.461685,25,-6.687969,234.234451,232.524796,1.709656,2.439683,2.434206,1.656795,0.923634,0.191015,0.009529,0.613806,1.833483,163.986328,0.002575,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815163922,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
206,16:41:56,8/15/22,Auto gsw+F,LI-COR Default,,206,LCOR-365,12,0.582365,2.916765,0.485441,12.24215,2.187531,1.845643,4.644919,2.457388,18.299103,21.688841,46.053253,0.441786,PSF-00336_20220815164156,0,0,0,148.757812,363.986511,0.59131,0.5,0.8,410.987244,40.49,34.16,34.2,31.51,100.86,156.1,155.2,0.6,1738,3.979,16:33:32,8/15/22,-0.49,0,0.002,-0.01,-3.152,-2.601,2.884,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,318.784119,25,-32.445591,312.886475,317.635101,-4.748627,2.441365,2.438278,1.656654,0.927381,0.189707,-0.035048,0.6133,1.689397,148.757812,0.0025,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815164156,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
207,16:42:57,8/15/22,Auto gsw+F,LI-COR Default,,207,LCOR-480,10,0.541658,2.917286,0.456836,13.560681,2.238541,1.860099,5.123817,2.885276,18.438498,22.189863,50.790581,0.441786,PSF-00336_20220815164257,0,0,0,170.929672,256.201538,0.332831,0.5,0.8,247.590744,41.36,34.36,34.23,33.25,100.88,156.2,155.2,0.6,1860,3.977,16:33:32,8/15/22,-0.49,-0.006,-0.004,0.005,-1.706,-3.543,-8.7,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,241.307251,25,-10.343913,241.132385,241.424347,-0.291962,2.441646,2.439471,1.657205,0.927315,0.189458,-0.013571,0.613789,1.800621,170.929672,0.00249,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815164257,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
208,16:45:04,8/15/22,Auto gsw+F,LI-COR Default,,208,LCOR-433,12,0.676046,2.917027,0.548846,14.059122,2.316012,1.92393,4.808638,2.492626,19.073267,22.960247,47.671398,0.441786,PSF-00336_20220815164504,0,0,0,191.750046,327.183044,0.413936,0.5,0.8,268.439392,42.8,35.56,34.23,32.12,100.87,156.1,154.9,0.8,1621,3.976,16:44:26,8/15/22,-0.48,-0.002,0.003,0.005,-1.015,-2.797,-12.716,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,305.275787,25,-15.103573,306.439148,305.606262,0.832886,2.443328,2.441453,1.656931,0.926489,0.189507,-0.027738,0.612722,1.583421,191.750046,0.002564,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815164504,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
209,16:46:00,8/15/22,Auto gsw+F,LI-COR Default,,209,LCOR-453,11,0.61016,2.917255,0.504617,12.289858,2.252227,1.909323,4.625186,2.372959,18.928267,22.327681,45.852261,0.441786,PSF-00336_20220815164600,0,0,0,166.524414,354.362518,0.530073,0.5,0.8,374.582886,41.81,35.45,34.15,31.44,100.87,156.2,153.6,1.6,1767,3.974,16:44:26,8/15/22,-0.48,0.002,0,0.007,-1.845,0.021,-6.026,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,331.485992,25,-15.846073,333.083496,331.725006,1.35849,2.443187,2.440103,1.657173,0.92334,0.190104,-0.035295,0.612429,1.715848,166.524414,0.002573,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815164600,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
210,16:46:51,8/15/22,Auto gsw+F,LI-COR Default,,210,LCOR-223,11,0.61834,2.917459,0.510205,13.447947,2.165459,1.789983,4.733242,2.567782,17.745617,21.468037,46.924641,0.441786,PSF-00336_20220815164651,0,0,0,203.157303,273.413757,0.25696,0.5,0.8,167.046753,40.41,33.4,34.05,31.84,100.87,156.2,155.1,0.7,1625,3.973,16:44:26,8/15/22,-0.48,0.001,0.001,0.009,-1.905,-4.131,-12.716,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,266.345856,25,-4.827159,267.208099,266.517731,0.690369,2.440319,2.438183,1.657388,0.927126,0.190801,-0.029003,0.61253,1.587028,203.157303,0.002571,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815164651,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
211,16:47:46,8/15/22,Auto gsw+F,LI-COR Default,,211,LCOR-216,12,0.513578,2.917943,0.436713,12.480397,2.136755,1.788336,4.918492,2.781737,17.729816,21.184101,48.762642,0.441786,PSF-00336_20220815164746,0,0,0,205.145004,289.825745,0.292178,0.5,0.8,207.229584,40.07,33.54,33.96,32.52,100.87,156.2,154.8,0.9,1773,3.972,16:44:26,8/15/22,-0.48,-0.001,0.001,0.002,-1.81,-3.893,-12.561,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,276.248566,25,-9.687157,274.858826,275.986786,-1.12796,2.440522,2.437727,1.657901,0.92637,0.191449,-0.019346,0.612293,1.721757,205.145004,0.002644,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815164746,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
212,16:49:24,8/15/22,Auto gsw+F,LI-COR Default,,212,LCOR-159,12,0.332205,2.916733,0.298237,9.775591,2.041427,1.76804,5.227925,3.186498,17.531471,20.242313,51.838879,0.441786,PSF-00336_20220815164924,0,0,0,207.860825,271.477081,0.234334,0.5,0.8,160.827957,38.57,33.41,33.83,33.61,100.85,156.1,154.6,0.9,1716,3.97,16:44:26,8/15/22,-0.48,-0.001,0,0.002,-1.075,-2.15,-12.09,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,265.730743,25,-3.938714,267.625092,265.850281,1.774811,2.44036,2.435662,1.65662,0.925882,0.192455,-0.003827,0.611874,1.669528,207.860825,0.002523,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815164924,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
213,16:50:20,8/15/22,Auto gsw+F,LI-COR Default,,213,LCOR-426,12,0.629918,2.918442,0.518093,12.468244,2.28393,1.936541,4.627921,2.343991,19.201094,22.645508,45.886532,0.441786,PSF-00336_20220815165020,0,0,0,160.142181,359.880096,0.555012,0.5,0.8,392.528717,43.39,36.79,33.73,31.45,100.86,156.3,154.8,0.9,1768,3.968,16:44:26,8/15/22,-0.48,0.004,0.001,-0.005,-2.952,-1.576,0.093,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,331.242798,25,-19.651611,332.342499,331.80603,0.536469,2.445159,2.442383,1.658431,0.926393,0.193209,-0.029847,0.611604,1.71717,160.142181,0.002518,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815165020,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
214,16:52:14,8/15/22,Auto gsw+F,LI-COR Default,,214,LCOR-113,12,0.639493,2.917908,0.524535,13.924542,2.195501,1.807089,4.779847,2.584346,17.92045,21.772228,47.400539,0.441786,PSF-00336_20220815165214,0,0,0,129.840012,234.663147,0.446696,0.5,0.8,329.425232,41.93,34.51,33.64,32.02,100.84,156.2,154.1,1.4,1844,3.966,16:44:26,8/15/22,-0.48,-0.004,0,0.008,0.017,-3.598,-12.422,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,213.262436,25,-15.021479,211.354141,213.203629,-1.849487,2.441965,2.440381,1.657865,0.924464,0.193902,-0.021544,0.611349,1.785998,129.840012,0.002553,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815165214,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
215,16:54:52,8/15/22,Auto gsw+F,LI-COR Default,,215,LCOR-505,11,0.264733,2.917235,0.242708,8.116645,1.930474,1.703377,5.183257,3.252782,16.894684,19.147114,51.409336,0.441786,PSF-00336_20220815165452,0,0,0,184.917572,264.115417,0.299861,0.5,0.8,216.266449,37.14,32.77,33.51,33.46,100.82,156.1,155,0.8,1803,3.963,16:44:26,8/15/22,-0.48,-0.002,-0.005,0,0.291,1.228,-11.625,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,250.981094,25,-9.037698,252.016418,251.204269,0.812149,2.439517,2.433721,1.657151,0.926712,0.194906,-0.001634,0.609887,1.749002,184.917572,0.002527,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815165452,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
216,16:56:18,8/15/22,Auto gsw+F,LI-COR Default,,216,LCOR-153,12,0.523132,2.916652,0.443573,12.667095,2.038741,1.684536,4.820134,2.781393,16.707108,20.220085,47.805744,0.441786,PSF-00336_20220815165618,0,0,0,184.709076,293.676056,0.371045,0.5,0.8,257.880127,39.47,32.61,33.4,32.17,100.83,156.1,155.2,0.6,1738,3.961,16:55:26,8/15/22,-0.46,0.002,0.003,0.005,-1.855,-4.166,-10.539,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,278.727295,25,-10.320197,281.259308,278.932739,2.326569,2.439305,2.436997,1.656535,0.927246,0.195748,-0.016582,0.609313,1.689317,184.709076,0.002523,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815165618,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
217,16:57:19,8/15/22,Auto gsw+F,LI-COR Default,,217,LCOR-336,12,0.470582,2.916712,0.405206,9.393941,1.93872,1.675796,4.204927,2.266208,16.620958,19.228704,41.705517,0.441786,PSF-00336_20220815165719,0,0,0,110.118629,378.73114,0.709243,0.5,0.8,459.284485,37.78,32.66,33.28,29.77,100.82,156.1,151.9,2.7,1619,3.96,16:55:26,8/15/22,-0.46,0,0.001,0.014,-0.267,-2.923,-11.251,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,337.213745,25,-29.610592,339.990021,336.429779,3.560242,2.439398,2.434661,1.656597,0.91908,0.196667,-0.044796,0.608969,1.581293,110.118629,0.002556,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815165719,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
218,16:58:18,8/15/22,Auto gsw+F,LI-COR Default,,218,LCOR-412,11,0.278833,2.917147,0.254506,8.253632,1.915058,1.684051,5.071822,3.156763,16.701178,18.992142,50.298603,0.441786,PSF-00336_20220815165818,0,0,0,164.185883,230.023361,0.286221,0.5,0.8,212.255417,37.61,33.08,33.14,33.07,100.83,156.1,153.9,1.4,1854,3.959,16:55:26,8/15/22,-0.46,0.001,0.002,0.008,-1.877,-4.059,-11.555,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,219.10643,25,-7.441415,220.429657,219.392639,1.037018,2.440018,2.434449,1.657058,0.924166,0.197731,-0.001871,0.608941,1.795353,164.185883,0.002506,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815165818,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
219,16:58:58,8/15/22,Auto gsw+F,LI-COR Default,,219,LCOR-509,11,0.237045,2.915531,0.219221,7.287667,1.882169,1.677867,5.117944,3.235775,16.639606,18.665695,50.75526,0.441786,PSF-00336_20220815165858,0,0,0,197.069046,248.865341,0.20813,0.5,0.8,158.988266,37.13,33.1,33.06,33.23,100.84,155.9,154.9,0.6,1910,3.958,16:55:26,8/15/22,-0.46,0.002,0.001,0.003,-2.051,-1.983,-9.894,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,243.512756,25,-3.688782,245.334152,243.595596,1.738556,2.440059,2.433775,1.655351,0.926632,0.198318,0.001146,0.608763,1.846155,197.069046,0.002493,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815165858,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
220,16:59:47,8/15/22,Auto gsw+F,LI-COR Default,,220,LCOR-549,11,0.483056,2.917923,0.414445,12.051805,2.002665,1.665864,4.835371,2.832706,16.521181,19.861401,47.954727,0.441786,PSF-00336_20220815165947,0,0,0,220.535522,271.510498,0.187746,0.5,0.8,142.458511,39.71,33.03,32.97,32.22,100.83,156.2,154.7,1,1897,3.957,16:55:26,8/15/22,-0.46,0.002,0.003,0.003,-2.864,-4.832,-9.882,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,266.978516,25,-3.462566,269.084564,266.563904,2.52066,2.439981,2.437425,1.657881,0.926154,0.199033,-0.010461,0.608757,1.834528,220.535522,0.002483,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815165947,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
221,17:00:38,8/15/22,Auto gsw+F,LI-COR Default,,221,LCOR-466,10,0.532895,2.919668,0.450644,12.114571,2.043412,1.705444,4.664049,2.620637,16.91279,20.264408,46.253124,0.441786,PSF-00336_20220815170038,0,0,0,197.819351,307.879791,0.357479,0.5,0.8,230.820145,40.76,34.02,32.86,31.58,100.84,156.4,155.2,0.8,1614,3.956,16:55:26,8/15/22,-0.46,0.003,0.003,-0.004,-1.544,-2.859,-5.738,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,292.015686,25,-11.13567,290.611969,291.971497,-1.359528,2.441415,2.438922,1.659734,0.927227,0.199879,-0.017079,0.609202,1.577012,197.819351,0.002518,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815170038,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
222,17:01:17,8/15/22,Auto gsw+F,LI-COR Default,,222,LCOR-547,10,0.377669,2.917636,0.334385,9.189277,2.001908,1.745007,4.68143,2.679522,17.303728,19.851185,46.421688,0.441786,PSF-00336_20220815170117,0,0,0,203.479523,292.413055,0.304137,0.5,0.8,177.267792,40.03,34.89,32.82,31.65,100.85,156.2,153.9,1.5,1457,3.955,16:55:26,8/15/22,-0.46,0.001,0.001,0.003,-2.224,-3.794,-14.331,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,282.554993,25,-6.846685,281.949524,282.631958,-0.682434,2.442661,2.437909,1.657576,0.924092,0.200209,-0.015722,0.609609,1.43394,203.479523,0.002492,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815170117,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
223,17:01:58,8/15/22,Auto gsw+F,LI-COR Default,,223,-,-,0.699972,2.917069,0.564513,14.312742,2.068429,1.668424,4.541248,2.47282,16.545919,20.5128,45.035984,0.441786,PSF-00336_20220815170158,0,0,0,176.208252,289.270691,0.390853,0.5,0.8,285.701202,41.44,33.43,32.78,31.12,100.84,156.1,154.7,0.9,1827,3.954,16:55:26,8/15/22,-0.46,0.002,0.004,0.013,-0.569,-1.699,-1.624,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,270.35379,25,-13.135128,270.411743,270.505981,-0.094238,2.440586,2.439888,1.656975,0.926101,0.200492,-0.02194,0.609794,1.771191,176.208252,0.002485,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815170158,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
224,17:02:20,8/15/22,Auto gsw+F,LI-COR Default,,224,LCOR-598,11,0.386606,2.918202,0.34138,9.956797,1.973718,1.695429,4.815766,2.842048,16.813477,19.573256,47.757694,0.441786,PSF-00336_20220815170220,0,0,0,196.193939,274.651154,0.285661,0.5,0.8,213.782791,39.63,34.04,32.75,32.15,100.84,156.3,154.5,1.1,1871,3.953,16:55:26,8/15/22,-0.46,0.002,0,0.013,-2.763,-3.002,-10.01,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,264.338135,25,-7.107564,265.19931,264.497375,0.701935,2.441463,2.437362,1.658176,0.92561,0.200777,-0.008534,0.609712,1.810835,196.193939,0.002494,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815170220,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
225,17:03:50,8/15/22,Auto gsw+F,LI-COR Default,,225,LCOR-464,10,0.224576,2.917437,0.208524,6.453473,1.850242,1.669551,4.866784,3.016541,16.558289,18.350344,48.267815,0.441786,PSF-00336_20220815170350,0,0,0,185.757278,272.034271,0.317155,0.5,0.8,210.949265,37.36,33.71,32.64,32.34,100.83,156.2,154.9,0.8,1663,3.952,16:55:26,8/15/22,-0.46,0,-0.001,0.004,-2.18,-0.414,-16.485,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,257.866852,25,-10.101278,256.477478,257.603699,-1.126221,2.441018,2.434198,1.657365,0.926523,0.201583,-0.004886,0.60955,1.621279,185.757278,0.002525,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815170350,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
226,17:04:42,8/15/22,Auto gsw+F,LI-COR Default,,226,LCOR-555,9,0.284064,2.917004,0.258856,7.109335,1.90758,1.708518,4.588333,2.680753,16.940174,18.913897,45.493896,0.441786,PSF-00336_20220815170442,0,0,0,168.607956,339.928589,0.50399,0.5,0.8,290.379089,38.71,34.67,32.56,31.3,100.86,156.1,154.7,0.9,1440,3.946,16:55:26,8/15/22,-0.46,-0.001,-0.003,0.008,-0.238,3.417,-10.542,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,319.685699,25,-14.278979,316.949493,319.529816,-2.580322,2.442397,2.436119,1.656906,0.926131,0.202277,-0.016816,0.609205,1.418694,168.607956,0.002527,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815170442,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
